STATIONID,parameter,n,tau,mk_p,sen_slope,sen_ci_lower,sen_ci_upper,trend
HIGANDD,SPCD_epi,39,0.2511816912906083,0.02521550093814657,0.14318181818181844,0.015625,0.28478260869565236,Worsening
HIGANDD,CHL_comp,39,-0.017579481735849875,0.8845574312068385,-0.0015789473684210424,-0.029999999999999992,0.02125000000000002,Stable
HIGANDD,PH_epi,39,0.04223625316791321,0.7163305239095311,8.333333333333156e-4,-0.00472222222222227,0.005000000000000036,Stable
HIGANDD,SECCHI_NVS,39,0.18840858994644374,0.09691721154863157,0.016666666666666607,-0.0018518518518518452,0.034999999999999996,Stable
HIGANDD,TP_hypo,39,0.35033058600792066,0.0020628363212616446,0.12972972972972974,0.054166666666666696,0.20500000000000007,Worsening
HIGANDD,TP_epi,39,0.07524643920120706,0.5127836766761089,0.01695652173913046,-0.036923076923076954,0.07068965517241382,Stable
