STATIONID,parameter,n,tau,mk_p,sen_slope,sen_ci_lower,sen_ci_upper,trend
AYEBARD,SPCD_epi,39,0.7058029689608637,2.709181209957767e-10,1.8516666666666666,1.3925000000000005,2.3000000000000003,Worsening
AYEBARD,CHL_comp,39,-0.267386961696454,0.01716015028214584,-0.03874999999999995,-0.068,-0.007499999999999951,Improving
AYEBARD,PH_epi,39,-0.012186935097871799,0.9228769619612259,-3.8461538461537643e-4,-0.005454545454545459,0.005999999999999961,Stable
AYEBARD,SECCHI,19,-0.21765082444130218,0.20729984031374127,-0.048750000000000016,-0.125,0.016666666666666607,Stable
AYEBARD,TP_hypo,39,-0.0855998013828107,0.4528760849393398,-0.03928571428571427,-0.1824,0.08636363636363638,Stable
AYEBARD,TP_epi,39,-0.04508537509836023,0.6981356061831235,-0.0050000000000003375,-0.073,0.04375000000000001,Stable
