RELLAKE_WBID,RELLAKE,TOWN,STATNAME,STATIONID,PROJID,PUB
NHLAK700030201-03,HIGHLAND LAKE,WASHINGTON,HIGHLAND LAKE-FREEZELAND BROOK,HIGSTDF,VLAP,LM-064
NHLAK700030201-03,HIGHLAND LAKE,WASHINGTON,HIGHLAND LAKE-NORTH OUTLET,HIGSTDNO,VLAP,LM-064
NHLAK700030201-03,HIGHLAND LAKE,WASHINGTON,HIGHLAND LAKE-WASHINGTON BEACH,HIGSTDWB,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-BARDEN POND BROOK,HIGSTDB,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-BIG BAY SWIM AREA,HIGSTDBBS,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-NORTH INLET,HIGSTDN,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-STATION N DEEP SPOT,HIGSTDND,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-PICKEREL COVE BROOK,HIGSTDP,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-PICKEREL COVE 2,HIGSTDPC2,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-RICE BROOK TRIB,HIGSTDRBT,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, NORTH STN",STODDARD,HIGHLAND LAKE-UPTON BROOK,HIGSTDUBK,VLAP,LM-064
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-ANDERSON RD,HIGSTDA,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-CARR BROOK,HIGSTDC,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-CARR BK ENTRANCE TO LAKE,HIGSTDCB,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-CARR BROOK,HIGSTDCB,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-CARR BROOK E OF SHED HILL RD,HIGSTDCBE,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-CARR BROOK POND,HIGSTDCBP,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-CARR BROOK W OF SHED HILL RD,HIGSTDCBW,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-DEAD BROOK,HIGSTDDB,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-DAM COMPOSITE,HIGSTDDC,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-KENNEDY BROOK,HIGSTDK,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-RICE BROOK,HIGSTDR,VLAP,LM-065
NHLAK700030201-03,"HIGHLAND LAKE, SOUTH STN",STODDARD,HIGHLAND LAKE-STATION S DEEP SPOT,HIGSTDSD,VLAP,LM-065
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-BEACH 3,HILALTB3,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-DEEP SPOT,HILALTD,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-EAST INLET,HILALTE,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-BACTERIA SAMPLE #01,HILALTEC01,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-BACTERIA SAMPLE #02,HILALTEC02,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-EAST INLET UPSTREAM,HILALTEU,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-MAIN BEACH,HILALTMB,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-NORTH INLET,HILALTN,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-OUTLET,HILALTO,VLAP,LM-066
NHLAK700060401-04,HILLS POND,ALTON,HILLS POND-SOUTH INLET,HILALTS,VLAP,LM-066
NHLAK600030403-02,HORN POND,ACTON,HORN POND-GREAT EAST LAKE INLET,HORWAKGI,VLAP,
NHLAK600030403-02,HORN POND,ACTON,HORN POND-OUTLET,HORWAKO,VLAP,
NHLAK600030403-02,HORN POND,ACTON,HORN POND-WILSON LAKE INLET,HORWAKWI,VLAP,
NHLAK600030403-02,HORN POND,WAKEFIELD,HORN POND-DEEP SPOT,HORWAKD,VLAP,
NHLAK700060302-15,HORSESHOE POND,CANTERBURY,HORSESHOE POND-DEEP SPOT,HORCNTD,VLAP,
NHLAK700060302-15,HORSESHOE POND,CANTERBURY,HORSESHOE POND-EAST INLET,HORCNTEI,VLAP,
NHLAK700060302-15,HORSESHOE POND,CANTERBURY,HORSESHOE POND-SOUTHEAST INLET,HORCNTSEI,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-EAST DEEP SPOT,HORCONED,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-OUTLET,HORCONO,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-STORM OUTFALL #1,HORCONSO1,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-STORM OUTFALL #2,HORCONSO2,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-EAST BASIN OUTFALL #3,HORCONSO3,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-STORMWATER OUTFALL #4,HORCONSO4,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-STORMWATER OUTFALL #5,HORCONSO5,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-STORMWATER OUTFALL #6,HORCONSO6,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-STORMWATER OUTFALL #8,HORCONSO8,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-WOODS BROOK,HORCONWB,VLAP,
NHLAK700060302-02,HORSESHOE POND,CONCORD,HORSESHOE POND-WEST DEEP SPOT,HORCONWD,VLAP,
NHLAK700061002-03,HORSESHOE POND,MERRIMACK,HORSESHOE POND-DEEP SPOT,HORMMKD,VLAP,
NHLAK700061002-03,HORSESHOE POND,MERRIMACK,HORSESHOE POND-INLET,HORMMKI,VLAP,
NHLAK700061002-03,HORSESHOE POND,MERRIMACK,HORSESHOE POND-OUTLET,HORMMKO,VLAP,
NHLAK700060302-05,HOTHOLE POND,LOUDON,HOTHOLE POND-DEEP SPOT,HOTLOUD,VLAP,LM-067
NHLAK700060302-05,HOTHOLE POND,LOUDON,HOTHOLE POND-INLET,HOTLOUI,VLAP,LM-067
NHLAK802010202-06,HOWE RESERVOIR,DUBLIN,HOWE RESERVOIR-CHARCOAL RD BRIDGE,HOWDUBC,VLAP,LM-068
NHLAK802010202-06,HOWE RESERVOIR,DUBLIN,HOWE RESERVOIR-CHARCOAL BROOK INLET,HOWDUBCBI,VLAP,LM-068
NHLAK802010202-06,HOWE RESERVOIR,DUBLIN,HOWE RESERVOIR-DEEP SPOT,HOWDUBD,VLAP,LM-068
NHLAK802010202-06,HOWE RESERVOIR,DUBLIN,HOWE RESERVOIR-HIGHWAY UNDERPASS INLET,HOWDUBHUI,VLAP,LM-068
NHLAK802010202-06,HOWE RESERVOIR,DUBLIN,HOWE RESERVOIR-DAM OUTLET,HOWDUBO,VLAP,LM-068
NHLAK802010202-06,HOWE RESERVOIR,DUBLIN,HOWE RESEROVIR-WIGHT POND INLET,HOWDUBWPI,VLAP,LM-068
NHLAK700020201-02,HUNKINS POND,SANBORNTON,HUNKINS POND-DEEP SPOT,HUNSAND,VLAP,
NHLAK700020201-02,HUNKINS POND,SANBORNTON,HUNKINS POND-EAST SIDE,HUNSANE,VLAP,
NHLAK700020201-02,HUNKINS POND,SANBORNTON,HUNKINS POND-BACTERIA SAMPLE #01,HUNSANEC01,VLAP,
NHLAK700020201-02,HUNKINS POND,SANBORNTON,HUNKINS POND-BACTERIA SAMPLE #02,HUNSANEC02,VLAP,
NHLAK700020201-02,HUNKINS POND,SANBORNTON,HUNKINS POND-INLET,HUNSANI,VLAP,
NHLAK700020201-02,HUNKINS POND,SANBORNTON,HUNKINS POND-NORTH END,HUNSANN,VLAP,
NHIMP801010201-01,INDIAN STREAM - PEARLY TERRILL DAM,PITTSBURG,TERRELL POND-DEEP SPOT,TERPITD,VLAP,
NHLAK700030202-02-01,ISLAND POND,STODDARD,ISLAND POND-DEEP SPOT,ISLSTDD,VLAP,LM-069
NHLAK700030202-02-01,ISLAND POND,STODDARD,ISLAND POND-INLET,ISLSTDI,VLAP,LM-069
NHLAK700030202-02-01,ISLAND POND,STODDARD,ISLAND POND-OUTLET,ISLSTDO,VLAP,LM-069
NHLAK700030202-02-01,ISLAND POND,STODDARD,ISLAND POND-TOWN BEACH,ISLSTDTB,VLAP,LM-069
NHLAK700030202-02-01,ISLAND POND,STODDARD,ISLAND POND-TOWN BEACH DEEP,ISLSTDTBD,VLAP,LM-069
NHLAK700030202-02-01,ISLAND POND,STODDARD,ISLAND POND-VLAP DEEP SPOT,ISLSTDVLAPD,VLAP,LM-069
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-BOATHOUSE INLET,ISLWASB,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-BODNARS COVE,ISLWASBC,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-BEACH,ISLWASBCH,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-BEAVER DAM,ISLWASBD,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-CARP-CHASE,ISLWASCC,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-DEEP SPOT,ISLWASD,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-EAST WASHINGTON RD,ISLWASE,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-BACTERIA SAMPLE #01,ISLWASEC01,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-BACTERIA SAMPLE #02,ISLWASEC02,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-JOURNEYS END INLET,ISLWASI3,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-JOHNSON BEACH,ISLWASJ,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-MORSS,ISLWASM,VLAP,LM-070
NHLAK700030204-03,ISLAND POND,WASHINGTON,ISLAND POND-DAM OUTLET,ISLWASO,VLAP,LM-070
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-BAPPLE SPRING BROOK,JENNORB,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-COLETTI BROOK,JENNORC,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-DEEP SPOT,JENNORD,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-BACTERIA SAMPLE #01,JENNOREC01,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-BACTERIA SAMPLE #02,JENNOREC02,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-HOOD BROOK,JENNORH,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-HOOD BEACH,JENNORHB,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-HORSE FARM,JENNORHF,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-MORSE SPRING BROOK,JENNORM,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-MOORE BROOK,JENNORMB,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-OUTLET,JENNORO,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-THURBER BROOK,JENNORT,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-TUPELO BROOK,JENNORTPLO,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-TUPELO BROOK EAST,JENNORTPLOE,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-TUPELO BROOK WEST,JENNORTPLOW,VLAP,LM-071
NHLAK700060502-06,JENNESS POND,NORTHWOOD,JENNESS POND-THURBER BROOK UPSTREAM,JENNORTUP,VLAP,LM-071
NHLAK700030504-03,KEYSER POND,HENNIKER,KEYSER POND-DEEP SPOT,KEYHEND,VLAP,
NHLAK700030303-03-01,KEZAR LAKE,NEW LONDON,KEZAR LAKE-LYON BK AT DPW,KEZSUTLDPW,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-ABOVE BEAVER DAM,KEZSUT-ABD,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-BIRCH BROOK,KEZSUTBB,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-BELOW BEAVER DAM,KEZSUT-BBD,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-BOAT LAUNCH,KEZSUTBL,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-CONTROL,KEZSUTCNT,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-CLARK POND OUTLET,KEZSUTCPO,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-DEEP SPOT,KEZSUTD,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-FEEDER BROOK #1,KEZSUT-F1,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-FEEDER BROOK #2,KEZSUT-F2,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-FEEDER BROOK #3,KEZSUT-F3,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-FEEDER BROOK #4,KEZSUT-F4,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-FELCH ROAD,KEZSUT-FR,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-INLET,KEZSUTI,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-KING HILL BROOK,KEZSUTKB,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-LYON BROOK AT TRUSSEL RIDGE,KEZSUTL,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-OUTLET,KEZSUTO,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE II #1,KEZSUTPII1,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE II #2,KEZSUTPII2,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE II #3,KEZSUTPII3,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE II #4,KEZSUTPII4,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE II #5,KEZSUTPII5,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE III #1,KEZSUTPIII1,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE III #2,KEZSUTPIII2,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE III #3,KEZSUTPIII3,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE III #4,KEZSUTPIII4,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE III #5,KEZSUTPIII5,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE IV #1,KEZSUTPIV1,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE IV #2,KEZSUTPIV2,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE IV #3,KEZSUTPIV3,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE IV #4,KEZSUTPIV4,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PHASE IV #5,KEZSUTPIV5,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PENACOOK RD #1,KEZSUTPR1,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PENACOOK RD #2,KEZSUTPR2,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PENACOOK RD #3,KEZSUTPR3,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PENACOOK RD #4,KEZSUTPR4,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-PENACOOK RD BRIDGE,KEZSUTPRB,VLAP,LM-073
NHLAK700030303-03-01,KEZAR LAKE,SUTTON,KEZAR LAKE-ROWE CREEK,KEZSUTRC,VLAP,LM-073
NHLAK700030303-03-02,KEZAR LAKE - WADLEIGH STATE PARK BEACH,SUTTON,KEZAR LAKE-WADLEIGH BEACH,KEZSUTWB,VLAP,LM-073
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-BIDWELL,KILGRABIDWELL,VLAP,
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-DEEP SPOT,KILGRAD,VLAP,
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-SMITH RIVER INLET,KILGRASRI,VLAP,
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-SMITH RIVER 1,KILGRASRI1,VLAP,
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-STREAM 1,KILGRAST1,VLAP,
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-STREAM 2,KILGRAST2,VLAP,
NHLAK700010701-02-01,KILTON POND,GRAFTON,KILTON POND-TEWKSBURY POND,KILGRATP,VLAP,
NHLAK700060302-06,KIMBALL POND,CANTERBURY,KIMBALL POND-DEEP SPOT,KIMCNTD,VLAP,
NHLAK700060302-06,KIMBALL POND,CANTERBURY,KIMBALL POND-INLET,KIMCNTI,VLAP,
NHLAK700060302-06,KIMBALL POND,CANTERBURY,KIMBALL POND-OUTLET,KIMCNTO,VLAP,
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-4 CORNERS RD,KOLSPR4C,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-ARLENES DOCK,KOLSPRAD,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-ARLENES OAK,KOLSPRAO,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 1,KOLSPRCS1,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 2,KOLSPRCS2,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 3,KOLSPRCS3,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 4,KOLSPRCS4,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 5,KOLSPRCS5,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 6,KOLSPRCS6,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 7,KOLSPRCS7,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 8,KOLSPRCS8,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-COND SURVEY 9,KOLSPRCS9,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-DEEP SPOT,KOLSPRD,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-DONKEYS,KOLSPRD1,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-INLET,KOLSPRI,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-OUTLET,KOLSPRO,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-SANDY BEACH,KOLSPRSB,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-STANLEY,KOLSPRST,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-TOWN BEACH LEFT,KOLSPRTBL,VLAP,LM-076
NHLAK801060401-08-01,KOLELEMOOK LAKE,SPRINGFIELD,KOLELEMOOK LAKE-TOWN BEACH RIGHT,KOLSPRTBR,VLAP,LM-076
NHLAK801010104-02,LAKE FRANCIS,CLARKSVILLE,LAKE FRANCIS-DEEP SPOT,FRACLKD,VLAP,
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-ALDRICH,GARBATALD,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-BOURANIS,GARBATBOU,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE - O BROOKS,GARBATBROOKS,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-COVE,GARBATCOVE,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-CYR,GARBATCYR,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-DEEP SPOT,GARBATD,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-KELSO,GARBATKELSO,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-MINOT INLET,GARBATMI,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-OUTLET,GARBATO,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-RICKER,GARBATRICK,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-SCRUGGS INLET,GARBATSI,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-SIMMONDS,GARBATSIMM,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-SHADY LANE,GARBATSL,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-SMIGIEL,GARBATSMIG,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-UNDERGROUND SPRING,GARBATUS,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-VALENTIN,GARBATVAL,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-VESILIND INLET,GARBATVI,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-VESILIND-MINOT,GARBATVM,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-DELBANCO INLET,GARBATWELL,VLAP,LM-047
NHLAK801030506-01,LAKE GARDNER,BATH,GARDNER LAKE-WILBURS,GARBATWIL,VLAP,LM-047
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-STN 1 DEEP SPOT,IVAWAK1,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-STN 3,IVAWAK3,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-BOAT LAUNCH,IVAWAKBL,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-CAMPGROUND,IVAWAKCAMP,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-CARLSONS COVE,IVAWAKCC,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-STN 2-DEEP SPOT,IVAWAKD,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-40 DEARBORN RD,IVAWAKDBRD,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-EC STN #1,IVAWAKEC01,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-EC STN #2,IVAWAKEC02,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-LAKE IVANHOE,IVAWAKIVAN,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-RILEYS COVE,IVAWAKRC,VLAP,
NHLAK600030403-03,LAKE IVANHOE,WAKEFIELD,LITTLE ROUND POND-WEST SHORE ECOLI 1,IVAWAKW1,VLAP,
