RELLAKE,RELLAKE_WBID,WATERBODYID,WATERBODYNAME,BEST_TROPHIC_CLASS
BEARDS BROOK - EAST WASHINGTON DAM,NHIMP700030204-05-01,NHIMP700030204-05-02,BEARDS BROOK - MILL POND TOWN BEACH,MESOTROPHIC
BEARDS BROOK - EAST WASHINGTON DAM,NHIMP700030204-05-01,NHIMP700030204-05-01,BEARDS BROOK - EAST WASHINGTON DAM,MESOTROPHIC
BEARDS BROOK - EAST WASHINGTON DAM,NHIMP700030204-05-01,NHIMP700030204-05-01,BEARDS BROOK - EAST WASHINGTON DAM,MESOTROPHIC
BEARDS BROOK - EAST WASHINGTON DAM,NHIMP700030204-05-01,NHIMP700030204-05-02,BEARDS BROOK - MILL POND TOWN BEACH,MESOTROPHIC
BEAVER LAKE,NHLAK700061203-02-01,NHLAK700061203-02-01,BEAVER LAKE,MESOTROPHIC
BEAVER LAKE,NHLAK700061203-02-01,NHLAK700061203-02-01,BEAVER LAKE,MESOTROPHIC
BEAVER LAKE,NHLAK700061203-02-01,NHLAK700061203-02-01,BEAVER LAKE,MESOTROPHIC
BEAVER LAKE,NA,NHLAK700061203-02-01,BEAVER LAKE,MESOTROPHIC
BEAVER LAKE,NHLAK700061203-02-01,NHLAK700061203-02-01,BEAVER LAKE,MESOTROPHIC
BEAVER POND,NHLAK801030504-01,NHLAK801030504-01,BEAVER POND,MESOTROPHIC
BEAVER POND,NHLAK700030103-01,NHLAK700030103-01,BEAVER POND,EUTROPHIC
BEAVER POND,NHLAK801030504-01,NHLAK801030504-01,BEAVER POND,MESOTROPHIC
BEAVER POND,NHLAK801030504-01,NHLAK801030504-01,BEAVER POND,MESOTROPHIC
BEAVER POND,NHLAK700030103-01,NHLAK700030103-01,BEAVER POND,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BELLAMY RESERVOIR,NHLAK600030903-02,NHLAK600030903-02,BELLAMY RESERVOIR,EUTROPHIC
BERRY BAY,NHLAK600020804-01-01,NHLAK600020804-01-01,BERRY BAY,OLIGOTROPHIC
BERRY BAY,NHLAK600020804-01-01,NHLAK600020804-01-01,BERRY BAY,OLIGOTROPHIC
BERRY BAY,NHLAK600020804-01-01,NHLAK600020804-01-01,BERRY BAY,OLIGOTROPHIC
BERRY BAY,NHLAK600020804-01-01,NHLAK600020804-01-01,BERRY BAY,OLIGOTROPHIC
BERRY POND,NHLAK700060501-08,NHLAK700060501-08,BERRY POND,OLIGOTROPHIC
BERRY POND,NHLAK700020103-01,NHLAK700020103-01,BERRY POND,MESOTROPHIC
BERRY POND,NHLAK700020103-01,NHLAK700020103-01,BERRY POND,MESOTROPHIC
BERRY POND,NHLAK700060501-08,NHLAK700060501-08,BERRY POND,OLIGOTROPHIC
BERRY POND,NHLAK700060501-08,NHLAK700060501-08,BERRY POND,OLIGOTROPHIC
BIG BROOK POND,NHLAK801010102-01,NHLAK801010102-01,BIG BROOK POND,MESOTROPHIC
BIG BROOK POND,NHLAK801010102-01,NHLAK801010102-01,BIG BROOK POND,MESOTROPHIC
BIG BROOK POND,NHLAK801010102-01,NHLAK801010102-01,BIG BROOK POND,MESOTROPHIC
BIG DODGE POND,NHLAK600031003-01,NHLAK600031003-01,BIG DODGE POND,EUTROPHIC
BIG DODGE POND,NHLAK600031003-01,NHLAK600031003-01,BIG DODGE POND,EUTROPHIC
BIG DUMMER POND,NHLAK400010602-06,NHLAK400010602-06,BIG DUMMER POND,MESOTROPHIC
BIG DUMMER POND,NHLAK400010602-06,NHLAK400010602-06,BIG DUMMER POND,MESOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG PEA PORRIDGE POND,NHLAK600020303-05,NHLAK600020303-05,BIG PEA PORRIDGE POND,OLIGOTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG TURKEY POND,NHLAK700060301-02-01,NHLAK700060301-02-01,BIG TURKEY POND,EUTROPHIC
BIG WILLEY POND,NHLAK700060403-01,NHLAK700060403-01,BIG WILLEY POND,OLIGOTROPHIC
BIG WILLEY POND,NHLAK700060403-01,NHLAK700060403-01,BIG WILLEY POND,OLIGOTROPHIC
BILLINGS POND,NHLAK700030302-01,NHLAK700030302-01,BILLINGS POND,MESOTROPHIC
BILLINGS POND,NHLAK700030302-01,NHLAK700030302-01,BILLINGS POND,MESOTROPHIC
BILLINGS POND,NHLAK700030302-01,NHLAK700030302-01,BILLINGS POND,MESOTROPHIC
BILLINGS POND,NHLAK700030302-01,NHLAK700030302-01,BILLINGS POND,MESOTROPHIC
BILLINGS POND,NHLAK700030302-01,NHLAK700030302-01,BILLINGS POND,MESOTROPHIC
BLACK MOUNTAIN POND,NHLAK700010402-01,NHLAK700010402-01,BLACK MOUNTAIN POND,OLIGOTROPHIC
BLACK MOUNTAIN POND,NHLAK700010402-01,NHLAK700010402-01,BLACK MOUNTAIN POND,OLIGOTROPHIC
BLACK MOUNTAIN POND,NHLAK700010402-01,NHLAK700010402-01,BLACK MOUNTAIN POND,OLIGOTROPHIC
BLACK POND,NHLAK700030203-01,NHLAK700030203-01,BLACK POND,MESOTROPHIC
BLACK POND,NHLAK700010104-01,NHLAK700010104-01,BLACK POND,MESOTROPHIC
BLACK POND,NHLAK700030203-01,NHLAK700030203-01,BLACK POND,MESOTROPHIC
BLACK POND,NHLAK700010104-01,NHLAK700010104-01,BLACK POND,MESOTROPHIC
BLACK POND,NHLAK700030203-01,NHLAK700030203-01,BLACK POND,MESOTROPHIC
BLACK POND,NHLAK700010104-01,NHLAK700010104-01,BLACK POND,MESOTROPHIC
BLACK RESERVOIR,NHLAK700030101-01,NHLAK700030101-01,BLACK RESERVOIR,EUTROPHIC
BLACK RESERVOIR,NHLAK700030101-01,NHLAK700030101-01,BLACK RESERVOIR,EUTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAISDELL LAKE,NHLAK700030302-02,NHLAK700030302-02,BLAISDELL LAKE,OLIGOTROPHIC
BLAKE POND,NHLAK700060502-01,NHLAK700060502-01,BLAKE POND,EUTROPHIC
BLAKE POND,NHLAK700060502-01,NHLAK700060502-01,BLAKE POND,EUTROPHIC
BLOOD POND,NHLAK801030102-01,NHLAK801030102-01,BLOOD POND,MESOTROPHIC
BLOOD POND,NHLAK801030102-01,NHLAK801030102-01,BLOOD POND,MESOTROPHIC
BLOOD POND,NHLAK801030102-01,NHLAK801030102-01,BLOOD POND,MESOTROPHIC
BLOOD POND,NHLAK801030102-01,NHLAK801030102-01,BLOOD POND,MESOTROPHIC
BLUE POND,NHLAK600020801-01,NHLAK600020801-01,BLUE POND,OLIGOTROPHIC
BLUE POND,NHLAK600020801-01,NHLAK600020801-01,BLUE POND,OLIGOTROPHIC
BOG BROOK - CAMPTON BOG POND,NHIMP700010403-01,NHIMP700010403-01,BOG BROOK - CAMPTON BOG POND DAM,MESOTROPHIC
BOG BROOK - CAMPTON BOG POND,NHIMP700010403-01,NHIMP700010403-01,BOG BROOK - CAMPTON BOG POND DAM,MESOTROPHIC
BOG BROOK - WASHBURN CORNER DAM,NHIMP801060401-01,NHIMP801060401-01,BOG BROOK - WASHBURN CORNER DAM,EUTROPHIC
BOG BROOK - WASHBURN CORNER DAM,NHIMP801060401-01,NHIMP801060401-01,BOG BROOK - WASHBURN CORNER DAM,EUTROPHIC
BOG POND,NHLAK700030401-01,NHLAK700030401-01,BOG POND,MESOTROPHIC
BOG POND,NHLAK700030401-01,NHLAK700030401-01,BOG POND,MESOTROPHIC
BOG POND,NHLAK700030401-01,NHLAK700030401-01,BOG POND,MESOTROPHIC
BOG POND,NHLAK700010201-01,NHLAK700010201-01,BOG POND,MESOTROPHIC
BOG POND,NHLAK700010201-01,NHLAK700010201-01,BOG POND,MESOTROPHIC
BOLSTER POND,NHLAK802010201-01,NHLAK802010201-01,BOLSTER POND,MESOTROPHIC
BOLSTER POND,NHLAK802010201-01,NHLAK802010201-01,BOLSTER POND,MESOTROPHIC
BOLSTER POND,NHLAK802010201-01,NHLAK802010201-01,BOLSTER POND,MESOTROPHIC
BOLSTER POND,NHLAK802010201-01,NHLAK802010201-01,BOLSTER POND,MESOTROPHIC
BOSTON LOT LAKE,NHLAK801040402-01,NHLAK801040402-01,BOSTON LOT LAKE,OLIGOTROPHIC
BOSTON LOT LAKE,NHLAK801040402-01,NHLAK801040402-01,BOSTON LOT LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NA,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOW LAKE,NHLAK600030604-01-01,NHLAK600030604-01-01,BOW LAKE,OLIGOTROPHIC
BOWKER POND,NHLAK802010303-01,NHLAK802010303-01,BOWKER POND,EUTROPHIC
BOWKER POND,NHLAK802010303-01,NHLAK802010303-01,BOWKER POND,EUTROPHIC
BRACKETT POND,NHLAK700010303-03,NHLAK700010303-03,BRACKETT POND,MESOTROPHIC
BRACKETT POND,NHLAK700010303-03,NHLAK700010303-03,BRACKETT POND,MESOTROPHIC
BRADLEY LAKE,NHLAK700030403-02,NHLAK700030403-02,BRADLEY LAKE,OLIGOTROPHIC
BRADLEY LAKE,NHLAK700030403-02,NHLAK700030403-02,BRADLEY LAKE,OLIGOTROPHIC
BRADLEY LAKE,NHLAK700030403-02,NHLAK700030403-02,BRADLEY LAKE,OLIGOTROPHIC
BRAGG POND,NHLAK400010501-01,NHLAK400010501-01,BRAGG POND,MESOTROPHIC
BRAGG POND,NHLAK400010501-01,NHLAK400010501-01,BRAGG POND,MESOTROPHIC
BRAGG POND,NHLAK400010501-01,NHLAK400010501-01,BRAGG POND,MESOTROPHIC
BRINDLE POND,NHLAK700060402-01,NHLAK700060402-01,BRINDLE POND,MESOTROPHIC
BRINDLE POND,NHLAK700060402-01,NHLAK700060402-01,BRINDLE POND,MESOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BROAD BAY,NHLAK600020804-01-03,NHLAK600020804-01-03,BROAD BAY,OLIGOTROPHIC
BRYANT POND,NHLAK700010304-01,NHLAK700010304-01,BRYANT POND,MESOTROPHIC
BRYANT POND,NHLAK700010304-01,NHLAK700010304-01,BRYANT POND,MESOTROPHIC
BULLET POND,NHLAK700030101-13,NHLAK700030101-13,BULLET POND,OLIGOTROPHIC
BULLET POND,NHLAK700030101-13,NHLAK700030101-13,BULLET POND,OLIGOTROPHIC
BURNS POND,NHLAK801030101-01-01,NHLAK801030101-01-01,BURNS POND,MESOTROPHIC
BURNS POND,NHLAK801030101-01-01,NHLAK801030101-01-01,BURNS POND,MESOTROPHIC
BURNS POND,NHLAK801030101-01-01,NHLAK801030101-01-01,BURNS POND,MESOTROPHIC
BURNS POND,NHLAK801030101-01-01,NHLAK801030101-01-01,BURNS POND,MESOTROPHIC
BUTTERFIELD POND,NHLAK700030401-02,NHLAK700030401-02,BUTTERFIELD POND,MESOTROPHIC
BUTTERFIELD POND,NHLAK700030401-02,NHLAK700030401-02,BUTTERFIELD POND,MESOTROPHIC
BUTTERFIELD POND,NHLAK700030401-02,NHLAK700030401-02,BUTTERFIELD POND,MESOTROPHIC
BUTTERNUT POND,NHLAK801060401-03,NHLAK801060401-03,BUTTERNUT POND,EUTROPHIC
BUTTERNUT POND,NHLAK801060401-03,NHLAK801060401-03,BUTTERNUT POND,EUTROPHIC
CALDWELL POND,NHLAK802010104-01,NHLAK802010104-01,CALDWELL POND,OLIGOTROPHIC
CALDWELL POND,NHLAK802010104-01,NHLAK802010104-01,CALDWELL POND,OLIGOTROPHIC
CALDWELL POND,NHLAK802010104-01,NHLAK802010104-01,CALDWELL POND,OLIGOTROPHIC
CALDWELL POND,NHLAK802010104-01,NHLAK802010104-01,CALDWELL POND,OLIGOTROPHIC
CALEF POND,NHLAK700060703-01,NHLAK700060703-01,CALEF POND,MESOTROPHIC
CALEF POND,NHLAK700060703-01,NHLAK700060703-01,CALEF POND,MESOTROPHIC
CALEF POND,NHLAK700060703-01,NHLAK700060703-01,CALEF POND,MESOTROPHIC
CAMPBELL POND,NHLAK700030108-03,NHLAK700030108-03,CAMPBELL POND,OLIGOTROPHIC
CAMPBELL POND,NHLAK700030108-03,NHLAK700030108-03,CAMPBELL POND,OLIGOTROPHIC
CAMPTON POND,NHLAK700010401-02-01,NHLAK700010401-02-01,CAMPTON POND,MESOTROPHIC
CAMPTON POND,NHLAK700010401-02-01,NHLAK700010401-02-01,CAMPTON POND,MESOTROPHIC
CAMPTON POND,NHLAK700010401-02-01,NHLAK700010401-02-01,CAMPTON POND,MESOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANAAN STREET LAKE,NHLAK801060101-01-01,NHLAK801060101-01-01,CANAAN STREET LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NA,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CANOBIE LAKE,NHLAK700061102-02,NHLAK700061102-02,CANOBIE LAKE,OLIGOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
CAPTAIN POND,NHLAK700061102-03-01,NHLAK700061102-03-01,CAPTAIN POND,MESOTROPHIC
